1987,8,12.2,132,4084,12039,151,3.232125,0,9.395906,.,..1,5.01728,..2,..3,..4,114,0.9469225,4.736198,..5,..6,"""AL""","""alabama""",24.2,0.0059256,-5.128479,..7,21.3,..8,10.44663,..9,0.0369736,-3.297552,..10,8.314832,..11
1987,6.5,10.1,150,5530,13987,151,2.712477,0,9.545883,.,.,5.01728,.,.,.,241,1.723029,5.484797,.,.,"""IN""","""indiana""",28.5,0.0051537,-5.268039,.,11.1,.,7.357534,.,0.0273056,-3.600663,.,8.617943,.
1990,6.6,9.6,164,5544,16814,157,2.958153,1,9.729967,0.2456756,0.1840839,5.056246,0.0389662,0.0999999,-0.5,263,1.564173,5.572154,0.087357,-0.1588558,"""IN""","""indiana""",26.4,0.0047619,-5.347107,-0.0790687,13.0,1.9,8.750669,1.393136,0.0283189,-3.564226,0.0364375,8.620472,0.0025291
1987,5.1,9.1,104,2823,14028,145,3.684024,0,9.548811,.,.,4.976734,.,.,.,349,2.487881,5.855072,.,.,"""IA""","""iowa""",17.8,0.0063053,-5.066357,.,14.5,.,13.57203,.,0.0513638,-2.968822,.,7.945555,.
1990,5.4,8.1,96,2777,16848,151,3.456968,1,9.731987,-0.227056,0.183176,5.01728,0.0405459,0.3000002,-1,371,2.202042,5.916202,0.06113,-0.2858396,"""IA""","""iowa""",17.2,0.0061937,-5.084217,-0.0178599,10.4,-4.1,11.95063,-1.621406,0.0543752,-2.911847,0.0569751,7.929126,-0.0164289
1987,6.4,9.5,67,2475,15089,169,2.707071,0,9.621721,.,.,5.129899,.,.,.,325,2.153887,5.783825,.,.,"""KS""","""kansas""",16.7,0.0067475,-4.998587,.,9.2,.,7.328231,.,0.0682828,-2.684097,.,7.813996,.
1990,6.2,8.4,77,2478,17768,175,3.107345,1,9.785154,0.400274,0.1634331,5.164786,0.0348873,-0.2000003,-1.1,332,1.868528,5.805135,0.0213094,-0.2853594,"""KS""","""kansas""",16.1,0.0064972,-5.036388,-0.0378008,10.3,1.1,9.655591,2.32736,0.0706215,-2.650421,0.0336759,7.815207,0.0012112
1987,6.8,9.7,155,3723,11996,161,4.163309,0,9.392328,.,.,5.081404,.,.,.,194,1.617206,5.267858,.,.,"""KY""","""kentucky""",19.4,0.0052109,-5.257012,.,17.3,.,17.33314,.,0.0432447,-3.140881,.,8.222285,.
1990,7.1,8.5,204,3685,14984,168,5.535956,1,9.614738,1.372647,0.2224102,5.123964,0.0425596,0.2999997,-1.2,224,1.494928,5.411646,0.1437879,-0.1222779,"""KY""","""kentucky""",19.0,0.005156,-5.267587,-0.0105748,17.3,0,30.64681,13.31367,0.0455902,-3.088062,0.052819,8.212026,-0.0102596
1987,8.7,11.8,271,4448,11506,184,6.092626,0,9.350624,.,.,5.214936,.,.,.,167,1.451417,5.117994,.,.,"""LA""","""louisiana""",26.6,0.0059802,-5.119298,.,25.1,.,37.12009,.,0.0413669,-3.185274,.,8.400209,.
1990,9.2,11.1,279,4220,14300,188,6.611374,1,9.568015,0.5187483,0.217391,5.236442,0.0215063,0.5,-0.6999998,167,1.167832,5.117994,0,-0.2835845,"""LA""","""louisiana""",23.9,0.0056635,-5.173712,-0.0544133,23.6,-1.5,43.71027,6.590176,0.0445498,-3.111148,0.0741258,8.34759,-0.052619
1987,5.4,8.3,52,1186,13996,173,4.384486,0,9.546527,.,.,5.153292,.,.,.,360,2.572164,5.886104,.,.,"""ME""","""maine""",6.1,0.0051433,-5.270053,.,11.7,.,19.22371,.,0.1458685,-1.92505,.,7.078341,.
1990,5.1,6.2,62,1228,17125,178,5.04886,1,9.748295,0.6643744,0.2017679,5.181784,0.028492,-0.3000002,-2.1,422,2.464234,6.045005,0.1589012,-0.1079299,"""ME""","""maine""",5.6,0.0045603,-5.390376,-0.1203227,13.1,1.400001,25.49099,6.267273,0.1449511,-1.931359,-0.0063086,7.113142,0.0348005
1987,7.8,11.5,176,4536,18217,325,3.88007,0,9.81011,.,.,5.783825,.,.,.,318,1.745622,5.762052,.,.,"""MD""","""maryland""",21.3,0.0046958,-5.361094,.,9.2,.,15.05495,.,0.071649,-2.635976,.,8.419801,.
1990,7.8,9.5,198,4781,21915,334,4.141393,1,9.994926,0.2613227,0.1848164,5.811141,0.0273156,0,-2,370,1.688341,5.913503,0.1514516,-0.057281,"""MD""","""maryland""",20.4,0.0042669,-5.45687,-0.0957761,9.9,0.6999998,17.15114,2.096191,0.0698599,-2.661264,-0.0252883,8.472405,0.0526047
1987,5.7,7.2,234,5856,19131,322,3.995902,0,9.859065,.,.,5.774551,.,.,.,500,2.613559,6.214608,.,.,"""MA""","""mass""",37.4,0.0063866,-5.053551,.,8.2,.,15.96723,.,0.0549863,-2.900671,.,8.675222,.
1990,5.9,7.0,282,6016,22558,337,4.6875,1,10.02384,0.6915984,0.1647797,5.820083,0.0455317,0.2000003,-0.1999998,556,2.464757,6.320768,0.1061602,-0.1488018,"""MA""","""mass""",33.5,0.0055685,-5.190632,-0.1370811,10.7,2.5,21.97266,6.005426,0.0560173,-2.882095,0.0185757,8.702178,0.0269556
1987,7.2,10.7,642,9205,15558,180,6.974471,0,9.65233,.,.,5.192957,.,.,.,473,3.040236,6.159095,.,.,"""MI""","""michigan""",43.1,0.0046822,-5.363979,.,12.2,.,48.64324,.,0.0195546,-3.934545,.,9.127502,.
1990,7.6,10.7,684,9295,18297,185,7.358795,1,9.814492,0.3843246,0.1621618,5.220356,0.0273991,0.4000001,0,464,2.535935,6.139884,-0.0192108,-0.5043015,"""MI""","""michigan""",40.7,0.0043787,-5.431004,-0.0670242,14.3,2.1,54.15187,5.508625,0.0199032,-3.916876,0.0176692,9.137232,0.0097294
1987,5.0,8.7,161,4244,15789,212,3.793591,0,9.667068,.,.,5.356586,.,.,.,509,3.223763,6.232448,.,.,"""MN""","""minnes""",25.9,0.0061027,-5.099019,.,11.3,.,14.39133,.,0.0499529,-2.996675,.,8.353262,.
1990,5.1,7.3,177,4375,18690,220,4.045714,1,9.835744,0.2521234,0.1686754,5.393628,0.0370412,0.0999999,-1.4,512,2.739433,6.238325,0.0058765,-0.4843307,"""MN""","""minnes""",24.6,0.0056229,-5.180915,-0.0818968,12.0,0.6999998,16.36781,1.976473,0.0502857,-2.990034,0.0066409,8.383662,0.0304003
1987,9.0,13.7,176,2624,10301,125,6.707317,0,9.239996,.,.,4.828314,.,.,.,117,1.135812,4.762174,.,.,"""MS""","""mississ""",17.4,0.0066311,-5.015985,.,25.0,.,44.9881,.,0.0476372,-3.044142,.,7.872455,.
1990,9.6,12.1,176,2573,12700,133,6.840264,1,9.449357,0.1329474,0.2093611,4.890349,0.0620351,0.6000004,-1.599999,120,0.9448819,4.787492,0.0253177,-0.1909301,"""MS""","""mississ""",17.2,0.0066848,-5.007918,0.0080667,25.7,0.7000008,46.78922,1.801117,0.0516906,-2.962479,0.0816629,7.852828,-0.0196271
1987,7.0,10.2,200,5107,14630,190,3.916193,0,9.59083,.,.,5.247024,.,.,.,264,1.804511,5.575949,.,.,"""MO""","""missouri""",30.8,0.0060309,-5.110853,.,14.0,.,15.33657,.,0.0372038,-3.291343,.,8.538367,.
1990,7.1,9.4,218,5117,17347,196,4.260309,1,9.761175,0.3441153,0.1703453,5.278115,0.0310907,0.0999999,-0.8000002,274,1.579524,5.613128,0.037179,-0.2249875,"""MO""","""missouri""",29.6,0.0057846,-5.152549,-0.0416965,13.4,-0.6000004,18.15023,2.813659,0.0383037,-3.262209,0.0291345,8.540323,0.001956
1987,5.5,10.0,29,909,12304,150,3.190319,0,9.41768,.,.,5.010635,.,.,.,356,2.893368,5.874931,.,.,"""MT""","""montana""",4.9,0.0053905,-5.22311,.,18.0,.,10.17814,.,0.1650165,-1.80171,.,6.812345,.
1990,6.2,9.0,29,799,14663,158,3.629537,1,9.593082,0.4392178,0.1754026,5.062595,0.0519595,0.6999998,-1,344,2.346041,5.840641,-0.0342894,-0.547327,"""MT""","""montana""",4.9,0.0061327,-5.094126,0.128984,16.3,-1.700001,13.17354,2.995402,0.1977472,-1.620766,0.1809438,6.683361,-0.128984
1987,5.5,8.6,43,1594,14100,168,2.697616,0,9.55393,.,.,5.123964,.,.,.,316,2.241135,5.755742,.,.,"""NE""","""nebraska""",11.1,0.0069636,-4.967057,.,11.9,.,7.277133,.,0.1053952,-2.250038,.,7.374002,.
1990,5.3,8.3,44,1578,17276,172,2.78834,1,9.757073,0.0907235,0.2031431,5.147494,0.0235305,-0.1999998,-0.3000002,336,1.944895,5.817111,0.0613689,-0.29624,"""NE""","""nebraska""",10.4,0.0065906,-5.022108,-0.0550508,10.3,-1.599999,7.774838,0.4977055,0.1089987,-2.216419,0.0336189,7.363914,-0.0100884
1987,6.9,9.6,17,1006,16359,158,1.689861,0,9.702534,.,.,5.062595,.,.,.,247,1.509872,5.509388,.,.,"""NV""","""nevada""",4.1,0.0040755,-5.50275,.,10.4,.,2.85563,.,0.1570577,-1.851142,.,6.913737,.
1990,7.2,8.4,25,1202,19680,159,2.079867,1,9.887358,0.3900061,0.184824,5.068904,0.0063095,0.2999997,-1.200001,278,1.412602,5.627621,0.1182327,-0.0972706,"""NV""","""nevada""",4.2,0.0034942,-5.656658,-0.1539073,9.8,-0.5999994,4.325846,1.470217,0.1322795,-2.022838,-0.1716956,7.091742,0.1780047
1987,4.9,7.8,11,1056,18083,186,1.041667,0,9.802728,.,.,5.225747,.,.,.,366,2.024,5.902633,.,.,"""NH""","""newhampshire""",4.8,0.0045455,-5.393628,.,4.8,.,1.085069,.,0.1761364,-1.736497,.,6.962244,.
1990,4.9,7.1,21,1109,21051,200,1.893598,1,9.954703,0.8519312,0.1519756,5.298317,0.0725708,0,-0.7000003,431,2.047409,6.066108,0.163475,0.0234082,"""NH""","""newhampshire""",4.9,0.0044184,-5.421979,-0.0283513,6.3,1.5,3.585713,2.500643,0.1803426,-1.712897,0.0236001,7.011214,0.0489702
1987,7.0,9.4,320,7674,20277,234,4.169924,0,9.917242,.,.,5.455321,.,.,.,350,1.726094,5.857933,.,.,"""NJ""","""newjers""",39.4,0.0051342,-5.271827,.,8.3,.,17.38827,.,0.0304926,-3.490272,.,8.945593,.
1990,7.0,9.0,323,7730,24977,246,4.178525,1,10.12571,0.0086012,0.2084684,5.505332,0.0500102,0,-0.3999996,352,1.409297,5.863631,0.0056982,-0.3167971,"""NJ""","""newjers""",38.2,0.0049418,-5.310029,-0.0382013,9.2,0.8999996,17.46008,0.0718079,0.0318241,-3.447533,0.0427394,8.952864,0.0072708
1987,7.1,8.1,60,1496,11889,173,4.010695,0,9.383368,.,.,5.153292,.,.,.,235,1.976617,5.459586,.,.,"""NM""","""newmexico""",6.7,0.0044786,-5.408442,.,19.4,.,16.08567,.,0.1156417,-2.157259,.,7.31055,.
1990,7.4,9.0,67,1515,14124,183,4.422442,1,9.555631,0.4117475,0.1722622,5.209486,0.0561943,0.3000002,0.8999996,273,1.93288,5.609472,0.1498861,-0.0437369,"""NM""","""newmexico""",6.6,0.0043564,-5.436101,-0.0276585,20.9,1.5,19.558,3.472322,0.1207921,-2.113685,0.0435739,7.323171,0.0126204
1987,7.6,10.7,1019,17835,17943,307,5.713485,0,9.794955,.,.,5.726848,.,.,.,495,2.758736,6.204558,.,.,"""NY""","""newyork""",110.0,0.0061676,-5.088438,.,14.3,.,32.64391,.,0.0172133,-4.06207,.,9.788918,.
1990,7.6,9.6,1031,17990,22068,315,5.730962,1,10.00188,0.017477,0.2069283,5.752573,0.0257249,0,-1.099999,556,2.519485,6.320768,0.1162105,-0.2392507,"""NY""","""newyork""",104.3,0.0057977,-5.1503,-0.0618625,14.3,0,32.84392,0.2000122,0.0175097,-4.044999,0.0170717,9.797571,0.0086527
1987,7.9,11.9,171,6409,13353,179,2.668123,0,9.499496,.,.,5.187386,.,.,.,239,1.78986,5.476463,.,.,"""NC""","""northcaro""",29.7,0.0046341,-5.374311,.,13.8,.,7.11888,.,0.0279295,-3.578073,.,8.765458,.
1990,8.0,10.6,255,6629,16383,190,3.846734,1,9.704,1.178611,0.2045031,5.247024,0.059638,0.0999999,-1.299999,237,1.446622,5.46806,-0.0084033,-0.3432385,"""NC""","""northcaro""",30.1,0.0045407,-5.394684,-0.0203724,13.0,-0.8000002,14.79736,7.678483,0.0286619,-3.552185,0.0258877,8.79921,0.0337515
1987,4.9,8.7,15,671,12825,167,2.235469,0,9.459151,.,.,5.117994,.,.,.,345,2.690058,5.843544,.,.,"""ND""","""northdak""",5.9,0.0087928,-4.733817,.,11.4,.,4.997323,.,0.2488823,-1.390775,.,6.508769,.
1990,5.5,8.0,16,639,15158,170,2.503912,1,9.626284,0.2684431,0.1671324,5.135798,0.0178046,0.5999999,-0.6999998,359,2.368386,5.883322,0.0397778,-0.3216722,"""ND""","""northdak""",5.2,0.0081377,-4.811246,-0.0774293,13.7,2.3,6.269578,1.272254,0.2660407,-1.324106,0.0666692,6.459905,-0.0488644
1987,6.6,9.3,648,10816,14575,191,5.991124,0,9.587063,.,.,5.252274,.,.,.,299,2.051458,5.700444,.,.,"""OH""","""ohio""",56.5,0.0052237,-5.254541,.,12.7,.,35.89357,.,0.017659,-4.036509,.,9.288782,.
1990,7.1,9.8,657,10847,17422,196,6.056974,1,9.765489,0.0658503,0.1784258,5.278115,0.0258412,0.5,0.5,328,1.882677,5.793014,0.0925698,-0.1687808,"""OH""","""ohio""",52.1,0.0048032,-5.338479,-0.0839381,11.5,-1.2,36.68694,0.7933693,0.0180695,-4.013529,0.0229793,9.291644,0.002862
1987,6.7,9.6,101,3259,12607,145,3.09911,0,9.442007,.,.,4.976734,.,.,.,277,2.197192,5.624018,.,.,"""OK""","""oklahoma""",16.2,0.0049708,-5.304164,.,17.0,.,9.604484,.,0.0444922,-3.112442,.,8.089175,.
1990,6.6,9.2,129,3146,15154,147,4.100445,1,9.626019,1.001335,0.1840124,4.990433,0.0136991,-0.0999999,-0.4000006,279,1.841098,5.631212,0.007194,-0.3560939,"""OK""","""oklahoma""",14.9,0.0047362,-5.352526,-0.0483613,15.6,-1.4,16.81365,7.209165,0.046726,-3.063455,0.0489874,8.053887,-0.0352879
1987,5.4,10.4,81,2723,13906,196,2.97466,0,9.540075,.,.,5.278115,.,.,.,334,2.401841,5.811141,.,.,"""OR""","""oregon""",10.3,0.0037826,-5.577345,.,14.2,.,8.848604,.,0.0719794,-2.631375,.,7.90949,.
1990,5.0,8.3,99,2842,17038,205,3.483462,1,9.743201,0.5088019,0.203126,5.32301,0.0448952,-0.4000001,-2.099999,374,2.195093,5.924256,0.1131148,-0.2067475,"""OR""","""oregon""",10.4,0.0036594,-5.610457,-0.033112,9.2,-5,12.13451,3.285906,0.0721323,-2.629253,0.0021214,7.952263,0.0427737
1987,6.9,10.4,539,11942,15198,227,4.513482,0,9.628919,.,.,5.42495,.,.,.,335,2.204237,5.81413,.,.,"""PA""","""pennsyl""",70.7,0.0059203,-5.129371,.,10.6,.,20.37152,.,0.0190085,-3.962867,.,9.387816,.
1990,7.1,9.6,549,11882,18725,235,4.620434,1,9.837615,0.1069527,0.2086964,5.459586,0.0346355,0.1999998,-0.7999992,382,2.040053,5.945421,0.1312904,-0.1641841,"""PA""","""pennsyl""",68.5,0.005765,-5.155946,-0.0265751,11.0,0.3999996,21.34841,0.9768963,0.0197778,-3.923194,0.0396724,9.38278,-0.0050364
1987,6.0,8.4,42,986,15683,244,4.259635,0,9.660333,.,.,5.497168,.,.,.,433,2.760951,6.070738,.,.,"""RI""","""rhode""",5.1,0.0051724,-5.264416,.,8.1,.,18.14449,.,0.2474645,-1.396488,.,6.893656,.
1990,6.2,8.1,52,1003,18771,254,5.184447,1,9.840069,0.9248118,0.1797361,5.537334,0.0401664,0.1999998,-0.2999992,499,2.658356,6.212606,0.1418681,-0.1025953,"""RI""","""rhode""",4.4,0.0043868,-5.429146,-0.1647305,7.5,-0.6000004,26.87849,8.733999,0.2532403,-1.373417,0.0230715,6.910751,0.0170946
1987,8.6,12.7,122,3426,12078,156,3.561004,0,9.399141,.,.,5.049856,.,.,.,187,1.54827,5.231109,.,.,"""SC""","""southcaro""",15.1,0.0044075,-5.424454,.,15.6,.,12.68075,.,0.0455341,-3.089293,.,8.139149,.
1990,8.7,11.7,118,3487,15043,161,3.383998,1,9.618668,-0.1770065,0.2195263,5.081404,0.031548,0.0999994,-1,203,1.349465,5.313206,0.0820975,-0.1988047,"""SC""","""southcaro""",14.6,0.004187,-5.475775,-0.0513215,16.2,0.6000004,11.45144,-1.229311,0.0461715,-3.075393,0.0139,8.156797,0.0176487
1987,5.2,9.9,18,709,12414,138,2.538787,0,9.42658,.,.,4.927254,.,.,.,268,2.158853,5.590987,.,.,"""SD""","""southdak""",5.7,0.0080395,-4.82339,.,15.2,.,6.44544,.,0.1946403,-1.636602,.,6.563856,.
1990,5.1,10.1,19,696,15566,140,2.729885,1,9.652844,0.191098,0.226264,4.941642,0.0143886,-0.0999999,0.2000008,272,1.747398,5.605802,0.0148149,-0.4114547,"""SD""","""southdak""",5.4,0.0077586,-4.858951,-0.0355611,13.3,-1.9,7.452273,1.006833,0.2011494,-1.603707,0.0328945,6.54535,-0.0185061
1987,8.1,11.7,181,4855,12977,187,3.728115,0,9.470934,.,.,5.231109,.,.,.,149,1.148185,5.003946,.,.,"""TN""","""tennessee""",30.2,0.0062204,-5.079922,.,16.9,.,13.89884,.,0.038517,-3.256656,.,8.487764,.
1990,8.2,10.3,230,4877,15869,196,4.716014,1,9.672123,0.9878986,0.201189,5.278115,0.0470061,0.0999994,-1.4,186,1.172096,5.225747,0.2218003,0.0239112,"""TN""","""tennessee""",29.6,0.0060693,-5.104511,-0.0245891,16.9,0,22.24079,8.341944,0.0401886,-3.214171,0.0424848,8.492286,0.0045214
1987,6.9,9.1,500,16781,13840,169,2.97956,0,9.535318,.,.,5.129899,.,.,.,169,1.221098,5.129899,.,.,"""TX""","""texas""",80.9,0.0048209,-5.334789,.,17.6,.,8.877779,.,0.0100709,-4.598104,.,9.728003,.
1990,6.9,8.1,673,16987,16600,175,3.961853,1,9.717158,0.9822931,0.1818399,5.164786,0.0348873,0,-1,165,0.9939759,5.105946,-0.023953,-0.2271224,"""TX""","""texas""",78.9,0.0046447,-5.372023,-0.0372338,15.9,-1.700001,15.69628,6.818502,0.010302,-4.575418,0.0226865,9.740204,0.0122013
1987,5.7,8.8,44,1680,11530,177,2.619048,0,9.352708,.,.,5.17615,.,.,.,344,2.983521,5.840641,.,.,"""UT""","""utah""",5.9,0.0035119,-5.651597,.,10.2,.,6.859411,.,0.1053571,-2.250399,.,7.426549,.
1990,5.7,7.5,47,1723,14036,185,2.7278,1,9.54938,0.1087527,0.1966724,5.220356,0.0442061,0,-1.3,347,2.472214,5.849325,0.0086832,-0.511307,"""UT""","""utah""",5.6,0.0032501,-5.729055,-0.0774589,8.2,-2,7.440895,0.5814843,0.1073709,-2.231466,0.0189331,7.451822,0.0252733
1987,5.3,8.5,20,547,14267,244,3.656307,0,9.565704,.,.,5.497168,.,.,.,454,3.182169,6.118097,.,.,"""VT""","""vermont""",2.5,0.0045704,-5.388158,.,9.3,.,13.36858,.,0.4460695,-0.8072805,.,6.304449,.
1990,5.3,6.4,25,563,17630,253,4.440497,1,9.777357,0.7841902,0.2116528,5.53339,0.0362215,0,-2.1,527,2.989223,6.2672,0.1491032,-0.1929457,"""VT""","""vermont""",2.3,0.0040853,-5.500371,-0.1122127,10.9,1.599999,19.71802,6.349435,0.4493783,-0.7998901,0.0073904,6.33328,0.028831
1987,6.9,10.2,145,5914,16539,204,2.451809,0,9.713476,.,.,5.31812,.,.,.,255,1.54181,5.541264,.,.,"""VA""","""virginia""",30.2,0.0051065,-5.277236,.,9.9,.,6.011368,.,0.0344944,-3.366958,.,8.685078,.
